,session_id,ner_model,sentence_index,named_entity_type,entity
4438,fe855a4e00b6,transformers,1895,B-LOC,State
4439,fe855a4e00b6,transformers,1895,I-LOC,Long
4440,fe855a4e00b6,transformers,1895,I-LOC,Beach
4441,fe855a4e00b6,transformers,1895,B-ORG,Centre
4442,fe855a4e00b6,transformers,1895,I-ORG,for
4443,fe855a4e00b6,transformers,1895,I-ORG,the
4444,fe855a4e00b6,transformers,1895,I-ORG,Chi
4445,fe855a4e00b6,transformers,1895,I-ORG,##can
4446,fe855a4e00b6,transformers,1895,I-MISC,##a
4447,fe855a4e00b6,flair,1895,LOC,Cal
4448,fe855a4e00b6,flair,1895,LOC,State Long Beach
4449,fe855a4e00b6,flair,1895,ORG,Centre for the Chicana
4450,fe855a4e00b6,spacy,1896,CARDINAL,one
4451,fe855a4e00b6,spacy,1896,ORG,University
4452,fe855a4e00b6,spacy,1896,ORDINAL,first
4453,fe855a4e00b6,spacy,1898,ORG,Foundation
4454,fe855a4e00b6,spacy,1898,ORG,Foundation
4455,fe855a4e00b6,transformers,1898,B-ORG,Foundation
4456,fe855a4e00b6,transformers,1898,B-ORG,Foundation
4457,fe855a4e00b6,spacy,1900,NORP,West Side
4458,fe855a4e00b6,spacy,1900,ORG,Association
4459,fe855a4e00b6,spacy,1900,ORG,Trump
4460,fe855a4e00b6,transformers,1900,B-LOC,West
4461,fe855a4e00b6,transformers,1900,I-LOC,Side
4462,fe855a4e00b6,transformers,1900,B-ORG,Association
4463,fe855a4e00b6,transformers,1900,B-PER,Trump
4464,fe855a4e00b6,flair,1900,LOC,West Side
4465,fe855a4e00b6,flair,1900,ORG,Trump
4466,fe855a4e00b6,spacy,1901,PERSON,Chuck Charles
4467,fe855a4e00b6,spacy,1901,NORP,African-American
4468,fe855a4e00b6,spacy,1901,GPE,Long Beach
4469,fe855a4e00b6,spacy,1901,GPE,Bixby
4470,fe855a4e00b6,transformers,1901,B-PER,Chuck
4471,fe855a4e00b6,transformers,1901,I-PER,Charles
4472,fe855a4e00b6,transformers,1901,B-MISC,African
4473,fe855a4e00b6,transformers,1901,I-MISC,American
4474,fe855a4e00b6,transformers,1901,B-LOC,Long
4475,fe855a4e00b6,transformers,1901,I-LOC,Beach
4476,fe855a4e00b6,transformers,1901,B-LOC,B
4477,fe855a4e00b6,transformers,1901,B-LOC,##ix
4478,fe855a4e00b6,transformers,1901,I-LOC,##by
4479,fe855a4e00b6,flair,1901,PER,Chuck Charles
4480,fe855a4e00b6,flair,1901,MISC,African-American
4481,fe855a4e00b6,flair,1901,LOC,Long Beach
4482,fe855a4e00b6,flair,1901,LOC,Bixby
4483,fe855a4e00b6,flair,1905,LOC,City
4484,fe855a4e00b6,spacy,1906,GPE,Long Beach
4485,fe855a4e00b6,transformers,1906,B-LOC,Long
4486,fe855a4e00b6,transformers,1906,I-LOC,Beach
4487,fe855a4e00b6,flair,1906,LOC,Long Beach
4488,fe855a4e00b6,transformers,1908,B-LOC,West
4489,fe855a4e00b6,transformers,1908,I-LOC,##side
4490,fe855a4e00b6,transformers,1908,I-LOC,Central
4491,fe855a4e00b6,flair,1908,LOC,Westside Central
4492,fe855a4e00b6,spacy,1909,DATE,1979
4493,fe855a4e00b6,spacy,1910,DATE,today
4494,fe855a4e00b6,spacy,1910,GPE,Long Beach
4495,fe855a4e00b6,spacy,1910,ORG,Community
4496,fe855a4e00b6,transformers,1910,B-LOC,Long
4497,fe855a4e00b6,transformers,1910,I-LOC,Beach
4498,fe855a4e00b6,flair,1910,LOC,Long Beach
4499,fe855a4e00b6,spacy,1919,GPE,Long Beach
4500,fe855a4e00b6,spacy,1919,GPE,North Long Beach
4501,fe855a4e00b6,transformers,1919,B-LOC,Long
4502,fe855a4e00b6,transformers,1919,I-LOC,Beach
4503,fe855a4e00b6,transformers,1919,B-LOC,North
4504,fe855a4e00b6,transformers,1919,I-LOC,Long
4505,fe855a4e00b6,transformers,1919,I-LOC,Beach
4506,fe855a4e00b6,flair,1919,LOC,Long Beach
4507,fe855a4e00b6,flair,1919,LOC,North Long Beach
4508,fe855a4e00b6,spacy,1922,ORG,the Planning Commission
4509,fe855a4e00b6,spacy,1922,ORG,Planning Commission
4510,fe855a4e00b6,transformers,1922,B-ORG,Planning
4511,fe855a4e00b6,transformers,1922,I-ORG,Commission
4512,fe855a4e00b6,transformers,1922,B-ORG,Planning
4513,fe855a4e00b6,transformers,1922,I-ORG,Commission
4514,fe855a4e00b6,flair,1922,ORG,Planning Commission
4515,fe855a4e00b6,flair,1922,ORG,Planning Commission
4516,fe855a4e00b6,spacy,1926,ORG,Civil Rights
4517,fe855a4e00b6,transformers,1926,B-MISC,Civil
4518,fe855a4e00b6,transformers,1926,I-MISC,Rights
4519,fe855a4e00b6,flair,1926,ORG,Civil Rights
4520,fe855a4e00b6,spacy,1937,PERSON,Outreach
4521,fe855a4e00b6,transformers,1937,I-MISC,##rea
4522,fe855a4e00b6,spacy,1941,ORG,the Cambodian Community African-American Community Latino Community
4523,fe855a4e00b6,transformers,1941,B-ORG,Cambodian
4524,fe855a4e00b6,transformers,1941,I-ORG,Community
4525,fe855a4e00b6,transformers,1941,I-ORG,African
4526,fe855a4e00b6,transformers,1941,I-ORG,-
4527,fe855a4e00b6,transformers,1941,I-ORG,American
4528,fe855a4e00b6,transformers,1941,I-ORG,Community
4529,fe855a4e00b6,transformers,1941,I-ORG,Latino
4530,fe855a4e00b6,transformers,1941,I-ORG,Community
4531,fe855a4e00b6,flair,1941,ORG,Cambodian Community African-American Community Latino Community
4532,fe855a4e00b6,transformers,1942,B-ORG,Our
4533,fe855a4e00b6,transformers,1942,I-ORG,Hope
4534,fe855a4e00b6,spacy,1944,ORG,Reliance
4535,fe855a4e00b6,spacy,1944,PERSON,Outreach
4536,fe855a4e00b6,transformers,1944,B-ORG,Re
4537,fe855a4e00b6,transformers,1944,I-ORG,##liance
4538,fe855a4e00b6,transformers,1944,I-ORG,on
4539,fe855a4e00b6,transformers,1944,I-ORG,Out
4540,fe855a4e00b6,flair,1944,ORG,Reliance
4541,fe855a4e00b6,flair,1945,PER,Hello
4542,fe855a4e00b6,spacy,1946,PERSON,Outreach
4543,fe855a4e00b6,spacy,1948,PERSON,Outreach
4544,fe855a4e00b6,spacy,1950,DATE,six to nine month period
4545,fe855a4e00b6,spacy,1958,ORG,Signal
4546,fe855a4e00b6,spacy,1967,PERSON,Louis
4547,fe855a4e00b6,spacy,1967,ORG,Fargo
4548,fe855a4e00b6,spacy,1967,LOC,Quest
4549,fe855a4e00b6,transformers,1967,B-PER,Louis
4550,fe855a4e00b6,transformers,1967,B-ORG,Fargo
4551,fe855a4e00b6,transformers,1967,B-PER,Quest
4552,fe855a4e00b6,flair,1967,PER,Louis
4553,fe855a4e00b6,flair,1967,LOC,Fargo
4554,fe855a4e00b6,flair,1967,PER,Quest
4555,fe855a4e00b6,spacy,1969,GPE,Covina
4556,fe855a4e00b6,transformers,1969,B-PER,Castillo
4557,fe855a4e00b6,transformers,1969,B-PER,reduce
4558,fe855a4e00b6,transformers,1969,B-PER,Co
4559,fe855a4e00b6,transformers,1969,B-PER,##vina
4560,fe855a4e00b6,flair,1969,PER,Castillo Vice
4561,fe855a4e00b6,flair,1969,PER,Covina
4562,fe855a4e00b6,spacy,1970,PERSON,Rick Saudi
4563,fe855a4e00b6,transformers,1970,B-PER,Rick
4564,fe855a4e00b6,flair,1970,PER,Rick Saudi
4565,fe855a4e00b6,spacy,1973,TIME,8:21
4566,5c60d8e0f347,spacy,0,ORG,Councilman's
4567,5c60d8e0f347,transformers,0,B-PER,Allen
4568,5c60d8e0f347,flair,0,PER,Allen
4569,5c60d8e0f347,spacy,1,NORP,Councilman
4570,5c60d8e0f347,spacy,1,PERSON,Nora
4571,5c60d8e0f347,spacy,1,GPE,Mungo
4572,5c60d8e0f347,transformers,1,B-PER,Nora
4573,5c60d8e0f347,transformers,1,B-PER,Mu
4574,5c60d8e0f347,transformers,1,B-PER,##ngo
4575,5c60d8e0f347,flair,1,PER,Nora
4576,5c60d8e0f347,flair,1,PER,Mungo
4577,5c60d8e0f347,spacy,2,NORP,Councilman
4578,5c60d8e0f347,spacy,3,PERSON,Councilman Austin
4579,5c60d8e0f347,transformers,3,B-PER,Austin
4580,5c60d8e0f347,flair,3,PER,Austin
4581,5c60d8e0f347,spacy,5,PERSON,Richardson
4582,5c60d8e0f347,spacy,5,PERSON,Garcia
4583,5c60d8e0f347,transformers,5,B-PER,Richardson
4584,5c60d8e0f347,transformers,5,B-PER,Garcia
4585,5c60d8e0f347,flair,5,PER,Richardson
4586,5c60d8e0f347,flair,5,PER,Garcia
4587,5c60d8e0f347,spacy,9,ORDINAL,first
4588,5c60d8e0f347,spacy,10,LAW,section 54957.6
4589,5c60d8e0f347,spacy,10,GPE,California
4590,5c60d8e0f347,transformers,10,B-LOC,California
4591,5c60d8e0f347,flair,10,LOC,California
4592,1aedc6b2819e,spacy,0,ORG,Councilwoman
4593,1aedc6b2819e,transformers,0,B-PER,Allen
4594,1aedc6b2819e,flair,0,PER,Allen
4595,1aedc6b2819e,spacy,1,NORP,Councilman
4596,1aedc6b2819e,spacy,3,ORG,Councilwoman Mungo
4597,1aedc6b2819e,transformers,3,B-PER,Mu
4598,1aedc6b2819e,transformers,3,B-PER,##ngo
4599,1aedc6b2819e,flair,3,PER,Mungo
4600,1aedc6b2819e,spacy,4,PERSON,Councilmember Watonga
4601,1aedc6b2819e,transformers,4,B-PER,W
4602,1aedc6b2819e,transformers,4,I-PER,##aton
4603,1aedc6b2819e,flair,4,PER,Watonga
4604,1aedc6b2819e,spacy,5,PERSON,Councilman Austin
4605,1aedc6b2819e,transformers,5,B-PER,Austin
4606,1aedc6b2819e,flair,5,PER,Austin
4607,1aedc6b2819e,spacy,6,PERSON,Richardson
4608,1aedc6b2819e,transformers,6,B-PER,Richardson
4609,1aedc6b2819e,flair,6,PER,Richardson
4610,1aedc6b2819e,spacy,7,PERSON,Tasman
4611,1aedc6b2819e,transformers,7,B-PER,Ta
4612,1aedc6b2819e,transformers,7,B-PER,##sman
4613,1aedc6b2819e,flair,7,PER,Tasman
4614,1aedc6b2819e,spacy,8,ORG,ER
4615,1aedc6b2819e,transformers,8,B-LOC,ER
4616,1aedc6b2819e,spacy,9,PERSON,Jefferson Davis
4617,1aedc6b2819e,transformers,9,B-PER,Jefferson
4618,1aedc6b2819e,transformers,9,I-PER,Davis
4619,1aedc6b2819e,flair,9,PER,Jefferson Davis
4620,1aedc6b2819e,spacy,12,ORDINAL,first
4621,1aedc6b2819e,spacy,12,EVENT,"the September 13, 2022"
4622,1aedc6b2819e,spacy,12,ORG,the Housing Authority
4623,1aedc6b2819e,transformers,12,B-ORG,Housing
4624,1aedc6b2819e,transformers,12,I-ORG,Authority
4625,1aedc6b2819e,flair,12,ORG,Housing Authority
4626,1aedc6b2819e,spacy,20,ORDINAL,second
4627,1aedc6b2819e,spacy,22,CARDINAL,two
4628,1aedc6b2819e,spacy,23,GPE,the City of Long Beach
4629,1aedc6b2819e,transformers,23,B-LOC,City
4630,1aedc6b2819e,transformers,23,B-LOC,Long
4631,1aedc6b2819e,transformers,23,I-LOC,Beach
4632,1aedc6b2819e,flair,23,LOC,City of Long Beach
4633,1aedc6b2819e,spacy,24,GPE,California
4634,1aedc6b2819e,transformers,24,B-LOC,California
4635,1aedc6b2819e,flair,24,LOC,California
4636,1aedc6b2819e,spacy,25,DATE,"Tuesday, August 9th, 2020"
4637,1aedc6b2819e,spacy,32,CARDINAL,three
4638,1aedc6b2819e,spacy,33,ORG,the Housing Authority
4639,1aedc6b2819e,transformers,33,B-ORG,Housing
4640,1aedc6b2819e,transformers,33,I-ORG,Authority
4641,1aedc6b2819e,flair,33,ORG,Housing Authority
4642,1aedc6b2819e,spacy,34,DATE,June 2020
4643,1aedc6b2819e,spacy,34,PRODUCT,Citywide
4644,1aedc6b2819e,transformers,34,B-ORG,City
4645,1aedc6b2819e,transformers,34,I-ORG,##wide
4646,1aedc6b2819e,spacy,38,ORG,Council
4647,1aedc6b2819e,spacy,38,ORDINAL,second
4648,1aedc6b2819e,spacy,38,PERSON,Alan
4649,1aedc6b2819e,transformers,38,B-PER,Alan
4650,1aedc6b2819e,flair,38,ORG,Council
4651,1aedc6b2819e,flair,38,PER,Alan
4652,1aedc6b2819e,spacy,40,CARDINAL,four
4653,1aedc6b2819e,spacy,41,ORG,the Housing Authority
4654,1aedc6b2819e,spacy,41,DATE,July 2022
4655,1aedc6b2819e,transformers,41,B-ORG,Housing
4656,1aedc6b2819e,transformers,41,I-ORG,Authority
4657,1aedc6b2819e,transformers,41,B-MISC,City
4658,1aedc6b2819e,flair,41,ORG,Housing Authority
4659,1aedc6b2819e,spacy,51,ORG,the Housing Authority
4660,1aedc6b2819e,transformers,51,B-ORG,Housing
4661,1aedc6b2819e,transformers,51,I-ORG,Authority
4662,1aedc6b2819e,flair,51,ORG,Housing Authority
4663,1aedc6b2819e,spacy,64,ORG,Property Owners
4664,1aedc6b2819e,spacy,64,PRODUCT,Citywide
4665,1aedc6b2819e,transformers,64,B-ORG,Property
4666,1aedc6b2819e,transformers,64,I-ORG,Own
4667,1aedc6b2819e,transformers,64,B-ORG,City
4668,1aedc6b2819e,transformers,64,I-ORG,##wide
4669,1aedc6b2819e,flair,64,ORG,RFP
4670,1aedc6b2819e,spacy,66,ORDINAL,second
4671,1aedc6b2819e,spacy,71,ORG,the Housing Authority
4672,1aedc6b2819e,transformers,71,B-ORG,Housing
4673,1aedc6b2819e,transformers,71,I-ORG,Authority
4674,1aedc6b2819e,flair,71,ORG,Housing Authority
4675,1aedc6b2819e,spacy,72,DATE,today
4676,1aedc6b2819e,spacy,72,ORG,the city council
4677,1aedc6b2819e,spacy,72,PERSON,Adu
4678,1aedc6b2819e,transformers,72,B-ORG,RF
4679,1aedc6b2819e,transformers,72,B-LOC,Ad
4680,1aedc6b2819e,transformers,72,I-LOC,##u
4681,1aedc6b2819e,flair,72,ORG,RFP
4682,1aedc6b2819e,flair,72,LOC,Adu
4683,1aedc6b2819e,spacy,73,PERSON,Adu
4684,1aedc6b2819e,transformers,73,B-MISC,Ad
4685,1aedc6b2819e,transformers,73,I-MISC,##u
4686,1aedc6b2819e,flair,73,MISC,Adu
4687,1aedc6b2819e,spacy,74,LAW,Section 8
4688,1aedc6b2819e,spacy,76,ORG,"the Housing, Authority"
4689,1aedc6b2819e,transformers,76,B-ORG,Housing
4690,1aedc6b2819e,transformers,76,I-ORG,","
4691,1aedc6b2819e,transformers,76,I-ORG,Authority
4692,1aedc6b2819e,flair,76,ORG,"Housing , Authority"
4693,1aedc6b2819e,spacy,78,ORG,RFP
4694,1aedc6b2819e,transformers,78,B-ORG,RF
4695,1aedc6b2819e,spacy,81,CARDINAL,one
4696,1aedc6b2819e,spacy,85,CARDINAL,approximately 50
4697,1aedc6b2819e,spacy,86,ORG,Opportunity
4698,1aedc6b2819e,spacy,90,CARDINAL,908
4699,1aedc6b2819e,spacy,90,CARDINAL,four
4700,1aedc6b2819e,spacy,91,CARDINAL,eight
4701,1aedc6b2819e,spacy,91,CARDINAL,six
4702,1aedc6b2819e,spacy,92,CARDINAL,three
4703,1aedc6b2819e,spacy,92,CARDINAL,a hundred and sixty-two
4704,1aedc6b2819e,spacy,92,CARDINAL,"260,000"
4705,1aedc6b2819e,spacy,92,CARDINAL,100
4706,1aedc6b2819e,transformers,92,B-MISC,Ad
4707,1aedc6b2819e,transformers,92,I-MISC,##u
4708,1aedc6b2819e,flair,92,LOC,Adu
4709,1aedc6b2819e,spacy,93,DATE,years
4710,1aedc6b2819e,spacy,94,DATE,less than a year
4711,1aedc6b2819e,transformers,94,B-PER,Ad
4712,1aedc6b2819e,transformers,94,B-PER,##u
4713,1aedc6b2819e,flair,94,PER,Adu
4714,1aedc6b2819e,spacy,96,CARDINAL,50
4715,1aedc6b2819e,spacy,99,CARDINAL,50
4716,1aedc6b2819e,spacy,103,CARDINAL,one
4717,1aedc6b2819e,spacy,112,ORG,Motion
4718,1aedc6b2819e,spacy,114,ORG,Housing Authority
4719,1aedc6b2819e,transformers,114,B-ORG,Housing
4720,1aedc6b2819e,transformers,114,I-ORG,Authority
4721,1aedc6b2819e,flair,114,ORG,Housing Authority
4722,1aedc6b2819e,spacy,118,ORG,Housing Authority
4723,1aedc6b2819e,transformers,118,B-ORG,Housing
4724,1aedc6b2819e,transformers,118,I-ORG,Authority
4725,1aedc6b2819e,flair,118,ORG,Housing Authority
4726,1aedc6b2819e,spacy,120,TIME,10 minutes
4727,97c64315f82a,spacy,0,GPE,Long Beach
4728,97c64315f82a,transformers,0,B-LOC,Long
4729,97c64315f82a,transformers,0,I-LOC,Beach
4730,97c64315f82a,flair,0,LOC,Long Beach
4731,97c64315f82a,spacy,1,ORG,councilwoman
4732,97c64315f82a,spacy,2,ORG,Councilwoman
4733,97c64315f82a,transformers,2,B-PER,Allen
4734,97c64315f82a,flair,2,PER,Allen
4735,97c64315f82a,spacy,3,NORP,Councilman
4736,97c64315f82a,spacy,5,ORG,Councilwoman Mungo
4737,97c64315f82a,transformers,5,B-PER,Mu
4738,97c64315f82a,transformers,5,B-PER,##ngo
4739,97c64315f82a,flair,5,PER,Mungo
4740,97c64315f82a,spacy,6,ORG,Councilwoman
4741,97c64315f82a,spacy,7,PERSON,Councilman Austin
4742,97c64315f82a,transformers,7,B-PER,Austin
4743,97c64315f82a,flair,7,PER,Austin
4744,97c64315f82a,spacy,8,PERSON,Richardson
4745,97c64315f82a,transformers,8,B-PER,Richardson
4746,97c64315f82a,flair,8,PER,Richardson
4747,97c64315f82a,spacy,13,ORDINAL,First
4748,97c64315f82a,spacy,16,PERSON,Garcia
4749,97c64315f82a,transformers,16,B-PER,Garcia
4750,97c64315f82a,transformers,16,B-MISC,Mission
4751,97c64315f82a,flair,16,PER,Garcia
4752,97c64315f82a,spacy,17,CARDINAL,14
4753,97c64315f82a,spacy,20,DATE,today
4754,97c64315f82a,spacy,21,CARDINAL,One
4755,97c64315f82a,spacy,25,DATE,today
4756,97c64315f82a,spacy,27,DATE,Yesterday
4757,97c64315f82a,spacy,27,DATE,peoples day
4758,97c64315f82a,spacy,28,DATE,Today
4759,97c64315f82a,spacy,28,ORG,National Coming Out day
4760,97c64315f82a,spacy,28,DATE,Saturday
4761,97c64315f82a,spacy,28,ORG,Hispanic Heritage Month
4762,97c64315f82a,spacy,28,LANGUAGE,Filipino
4763,97c64315f82a,transformers,28,B-MISC,National
4764,97c64315f82a,transformers,28,I-MISC,Coming
4765,97c64315f82a,transformers,28,I-MISC,Out
4766,97c64315f82a,transformers,28,I-MISC,day
4767,97c64315f82a,transformers,28,B-MISC,Hispanic
4768,97c64315f82a,transformers,28,I-MISC,Heritage
4769,97c64315f82a,transformers,28,I-MISC,Month
4770,97c64315f82a,transformers,28,B-MISC,Filipino
4771,97c64315f82a,transformers,28,I-MISC,American
4772,97c64315f82a,transformers,28,I-MISC,History
4773,97c64315f82a,transformers,28,I-MISC,Month
4774,97c64315f82a,flair,28,MISC,National Coming Out day
4775,97c64315f82a,flair,28,MISC,Hispanic Heritage Month
4776,97c64315f82a,flair,28,MISC,Filipino American History Month
4777,97c64315f82a,spacy,29,DATE,next week
4778,97c64315f82a,spacy,30,ORG,Community
4779,97c64315f82a,spacy,31,DATE,month
4780,97c64315f82a,transformers,31,B-MISC,National
4781,97c64315f82a,spacy,32,GPE,Los Angeles
4782,97c64315f82a,transformers,32,B-LOC,Los
4783,97c64315f82a,transformers,32,I-LOC,Angeles
4784,97c64315f82a,flair,32,LOC,Los Angeles
4785,97c64315f82a,spacy,33,GPE,Long Beach
4786,97c64315f82a,transformers,33,B-LOC,Long
4787,97c64315f82a,transformers,33,I-LOC,Beach
4788,97c64315f82a,flair,33,LOC,Long Beach
4789,97c64315f82a,spacy,34,ORG,Justice
4790,97c64315f82a,spacy,34,ORG,Justice
4791,97c64315f82a,transformers,34,B-MISC,Justice
4792,97c64315f82a,transformers,34,B-MISC,Justice
4793,97c64315f82a,flair,34,MISC,Justice
4794,97c64315f82a,spacy,35,TIME,tonight
4795,97c64315f82a,transformers,37,B-MISC,Equity
4796,97c64315f82a,spacy,38,CARDINAL,Thousand
4797,97c64315f82a,spacy,41,PERSON,Megan kerik
4798,97c64315f82a,transformers,41,B-PER,Megan
4799,97c64315f82a,flair,41,PER,Megan kerik
4800,97c64315f82a,spacy,42,ORG,College Board
4801,97c64315f82a,spacy,42,PERSON,Mubarak Joe
4802,97c64315f82a,transformers,42,B-ORG,College
4803,97c64315f82a,transformers,42,I-ORG,Board
4804,97c64315f82a,transformers,42,B-PER,Mu
4805,97c64315f82a,transformers,42,I-PER,##bara
4806,97c64315f82a,transformers,42,I-PER,##k
4807,97c64315f82a,transformers,42,I-PER,Joe
4808,97c64315f82a,flair,42,ORG,College Board
4809,97c64315f82a,flair,42,PER,Mubarak Joe
4810,97c64315f82a,spacy,43,PERSON,Alex Mo
4811,97c64315f82a,spacy,43,PERSON,Stonewall
4812,97c64315f82a,transformers,43,B-PER,Alex
4813,97c64315f82a,transformers,43,I-PER,Mo
4814,97c64315f82a,transformers,43,B-ORG,Stone
4815,97c64315f82a,transformers,43,I-ORG,##wall
4816,97c64315f82a,flair,43,PER,Alex Mo hajer
4817,97c64315f82a,flair,43,LOC,Stonewall
4818,97c64315f82a,spacy,46,ORDINAL,first
4819,97c64315f82a,spacy,48,ORDINAL,first
4820,97c64315f82a,spacy,49,PERSON,Madam Clerk
4821,97c64315f82a,transformers,49,I-PER,Clerk
4822,97c64315f82a,flair,49,PER,Madam Clerk
4823,97c64315f82a,spacy,51,ORG,Nations Flag
4824,97c64315f82a,transformers,51,B-ORG,Nations
4825,97c64315f82a,transformers,51,I-MISC,Flag
4826,97c64315f82a,flair,51,MISC,Nations Flag
4827,97c64315f82a,spacy,53,ORG,Madam
4828,97c64315f82a,flair,53,PER,Madam
4829,97c64315f82a,spacy,58,TIME,evening
4830,97c64315f82a,spacy,58,PERSON,Richardson
4831,97c64315f82a,spacy,58,ORG,City Council Members
4832,97c64315f82a,spacy,58,DATE,today
4833,97c64315f82a,transformers,58,B-PER,Richardson
4834,97c64315f82a,transformers,58,B-ORG,City
4835,97c64315f82a,transformers,58,I-ORG,Council
4836,97c64315f82a,flair,58,PER,Richardson
4837,97c64315f82a,flair,58,ORG,City Council
4838,97c64315f82a,spacy,60,PERSON,Jennifer komiyama
4839,97c64315f82a,transformers,60,B-PER,Jennifer
4840,97c64315f82a,transformers,60,I-PER,k
4841,97c64315f82a,transformers,60,I-PER,##omi
4842,97c64315f82a,flair,60,PER,Jennifer komiyama
4843,97c64315f82a,spacy,61,DATE,today
4844,97c64315f82a,spacy,61,ORG,Awareness Month
4845,97c64315f82a,transformers,61,B-MISC,National
4846,97c64315f82a,transformers,61,I-MISC,Month
4847,97c64315f82a,flair,61,MISC,Awareness Month
4848,97c64315f82a,spacy,64,ORG,American Workforce
4849,97c64315f82a,transformers,64,B-ORG,American
4850,97c64315f82a,transformers,64,I-ORG,Work
4851,97c64315f82a,transformers,64,I-ORG,##force
4852,97c64315f82a,flair,64,ORG,American Workforce
4853,97c64315f82a,spacy,65,ORG,Awareness Month
4854,97c64315f82a,transformers,65,B-MISC,National
4855,97c64315f82a,transformers,65,I-MISC,A
4856,97c64315f82a,transformers,65,I-MISC,##ware
4857,97c64315f82a,transformers,65,I-MISC,Month
4858,97c64315f82a,flair,65,MISC,Awareness Month
4859,97c64315f82a,spacy,66,DATE,2022
4860,97c64315f82a,spacy,66,DATE,annually
4861,97c64315f82a,spacy,66,DATE,October
4862,97c64315f82a,spacy,66,GPE,America
4863,97c64315f82a,spacy,66,ORG,Workforce
4864,97c64315f82a,transformers,66,B-LOC,America
4865,97c64315f82a,transformers,66,B-ORG,Work
4866,97c64315f82a,transformers,66,I-ORG,##force
4867,97c64315f82a,flair,66,LOC,America
4868,97c64315f82a,spacy,67,ORG,Community
4869,97c64315f82a,spacy,67,PERCENT,about 20%
4870,97c64315f82a,spacy,68,CARDINAL,1
4871,97c64315f82a,spacy,68,ORG,Ada
4872,97c64315f82a,spacy,68,CARDINAL,15
4873,97c64315f82a,transformers,68,B-MISC,Title
4874,97c64315f82a,transformers,68,I-MISC,","
4875,97c64315f82a,transformers,68,I-MISC,1
4876,97c64315f82a,transformers,68,B-MISC,Ada
4877,97c64315f82a,flair,68,MISC,Ada
4878,97c64315f82a,spacy,69,ORG,Social Circle
4879,97c64315f82a,transformers,69,B-ORG,Social
4880,97c64315f82a,transformers,69,I-ORG,Circle
4881,97c64315f82a,spacy,71,LOC,Youth
4882,97c64315f82a,transformers,71,B-ORG,D
4883,97c64315f82a,transformers,71,I-ORG,E
4884,97c64315f82a,transformers,71,I-ORG,##I
4885,97c64315f82a,spacy,72,ORG,Social Security Disability
4886,97c64315f82a,transformers,72,B-ORG,Social
4887,97c64315f82a,transformers,72,I-ORG,Security
4888,97c64315f82a,transformers,72,I-MISC,Di
4889,97c64315f82a,transformers,72,I-MISC,##sa
4890,97c64315f82a,transformers,72,I-ORG,##bility
4891,97c64315f82a,spacy,73,ORG,the Department of Labor's
4892,97c64315f82a,transformers,73,B-ORG,D
4893,97c64315f82a,transformers,73,I-ORG,E
4894,97c64315f82a,transformers,73,I-ORG,##I
4895,97c64315f82a,transformers,73,B-ORG,Department
4896,97c64315f82a,transformers,73,I-ORG,of
4897,97c64315f82a,transformers,73,I-ORG,Labor
4898,97c64315f82a,transformers,73,B-ORG,Administration
4899,97c64315f82a,flair,73,ORG,D EI
4900,97c64315f82a,flair,73,ORG,Department of Labor
4901,97c64315f82a,spacy,75,ORG,CVS
4902,97c64315f82a,spacy,75,ORG,Microsoft
4903,97c64315f82a,transformers,75,B-ORG,C
4904,97c64315f82a,transformers,75,I-ORG,##VS
4905,97c64315f82a,transformers,75,B-ORG,Microsoft
4906,97c64315f82a,flair,75,ORG,CVS
4907,97c64315f82a,flair,75,ORG,Microsoft
4908,97c64315f82a,spacy,76,ORG,Microsoft
4909,97c64315f82a,spacy,76,PERSON,Mark
4910,97c64315f82a,spacy,76,ORG,Workforce
4911,97c64315f82a,transformers,76,B-ORG,Microsoft
4912,97c64315f82a,transformers,76,B-PER,Mark
4913,97c64315f82a,transformers,76,B-ORG,Work
4914,97c64315f82a,transformers,76,I-ORG,##force
4915,97c64315f82a,flair,76,ORG,Microsoft
4916,97c64315f82a,flair,76,PER,Mark
4917,97c64315f82a,transformers,77,B-MISC,Talent
4918,97c64315f82a,spacy,79,ORG,a Competitive Edge
4919,97c64315f82a,transformers,79,I-ORG,##tive
4920,97c64315f82a,transformers,79,I-ORG,Edge
4921,97c64315f82a,spacy,80,LAW,Number three
4922,97c64315f82a,spacy,81,DATE,2017
4923,97c64315f82a,transformers,81,B-ORG,workforce
4924,97c64315f82a,transformers,81,I-ORG,Institute
4925,97c64315f82a,spacy,82,CARDINAL,"15,000"
4926,97c64315f82a,spacy,82,MONEY,45 thousand dollars
4927,97c64315f82a,spacy,90,CARDINAL,five
4928,97c64315f82a,spacy,91,GPE,u.s.
4929,97c64315f82a,flair,91,LOC,u.s
4930,97c64315f82a,spacy,92,CARDINAL,one
4931,97c64315f82a,spacy,95,LAW,Number 6
4932,97c64315f82a,spacy,96,ORG,Financial
4933,97c64315f82a,spacy,98,CARDINAL,seven
4934,97c64315f82a,spacy,98,LAW,Section 503 of
4935,97c64315f82a,spacy,98,LAW,The Rehabilitation Act
4936,97c64315f82a,spacy,98,DATE,1973
4937,97c64315f82a,transformers,98,B-MISC,Federal
4938,97c64315f82a,transformers,98,B-MISC,Section
4939,97c64315f82a,transformers,98,B-MISC,The
4940,97c64315f82a,transformers,98,B-MISC,Re
